"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak01","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwbak02","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol01","NO ROUTE!","","",""
"prafwcol02","NO ROUTE!","","",""
"prafwcol02","NO ROUTE!","","",""
